Batch_ID,Timestamp,Speed_Raw,Temp_Raw,Viscosity_Raw,MassFrac_Raw,MixTime_Raw,HeatTime_Raw,ColdTime_Raw,Phase_Val,Quality_Val,Code_Speed,Code_Temp,Code_Visc,Code_MassFrac,Code_Phase,Code_Quality,Transaction_Itemset
B2023-0280,1768240146.612141,74.5,54.71,0.3598,0.62,2.84,8.55,5.27,1,1,N_6080,T_5060,V_0045,WF_0005,PH_1,Q_F,"Speed: N_6080, Temp: T_5060, Visc: V_0045, Quality: Q_F"
B2023-0281,1768240206.612141,33.92,54.53,0.2849,13.65,2.49,3.32,7.65,2,0,N_2040,T_5060,V_0045,WF_0515,PH_2,Q_P,"Speed: N_2040, Temp: T_5060, Visc: V_0045, Quality: Q_P"
B2023-0282,1768240266.612141,30.44,26.05,0.137,6.78,5.83,7.22,6.3,1,0,N_2040,T_2030,V_0045,WF_0515,PH_1,Q_P,"Speed: N_2040, Temp: T_2030, Visc: V_0045, Quality: Q_P"
B2023-0283,1768240326.612141,25.75,37.23,0.1651,8.91,8.26,3.5,8.09,1,0,N_2040,T_3040,V_0045,WF_0515,PH_1,Q_P,"Speed: N_2040, Temp: T_3040, Visc: V_0045, Quality: Q_P"
B2023-0284,1768240386.612141,34.56,52.81,0.3796,13.58,8.32,7.69,4.37,2,0,N_2040,T_5060,V_0045,WF_0515,PH_2,Q_P,"Speed: N_2040, Temp: T_5060, Visc: V_0045, Quality: Q_P"
B2023-0285,1768240446.612141,45.05,43.09,0.3812,10.81,7.41,3.62,4.37,2,0,N_4060,T_4050,V_0045,WF_0515,PH_2,Q_P,"Speed: N_4060, Temp: T_4050, Visc: V_0045, Quality: Q_P"
B2023-0286,1768240506.612141,28.93,24.75,0.2559,6.36,3.12,7.51,5.89,1,0,N_2040,T_2030,V_0045,WF_0515,PH_1,Q_P,"Speed: N_2040, Temp: T_2030, Visc: V_0045, Quality: Q_P"
B2023-0287,1768240566.612141,37.74,49.64,0.2408,10.61,7.47,3.18,4.78,2,0,N_2040,T_4050,V_0045,WF_0515,PH_2,Q_P,"Speed: N_2040, Temp: T_4050, Visc: V_0045, Quality: Q_P"
B2023-0288,1768240626.612141,35.0,26.77,0.2857,5.28,3.03,4.66,5.31,1,0,N_2040,T_2030,V_0045,WF_0515,PH_1,Q_P,"Speed: N_2040, Temp: T_2030, Visc: V_0045, Quality: Q_P"
B2023-0289,1768240686.612141,17.27,9.04,0.49,4.94,5.58,6.36,8.91,1,1,N_0020,T_010,V_4550,WF_0005,PH_1,Q_F,"Speed: N_0020, Temp: T_010, Visc: V_4550, Quality: Q_F"
B2023-0290,1768240746.612141,34.33,28.01,0.1901,11.05,6.98,6.07,7.15,1,0,N_2040,T_2030,V_0045,WF_0515,PH_1,Q_P,"Speed: N_2040, Temp: T_2030, Visc: V_0045, Quality: Q_P"
B2023-0291,1768240806.612141,28.37,29.33,0.244,10.47,6.66,8.47,5.51,1,0,N_2040,T_2030,V_0045,WF_0515,PH_1,Q_P,"Speed: N_2040, Temp: T_2030, Visc: V_0045, Quality: Q_P"
B2023-0292,1768240866.612141,13.66,15.34,0.4878,10.47,2.32,4.0,6.48,1,1,N_0020,T_1020,V_4550,WF_0515,PH_1,Q_F,"Speed: N_0020, Temp: T_1020, Visc: V_4550, Quality: Q_F"
B2023-0293,1768240926.612141,21.27,28.69,0.2825,7.18,7.94,6.42,8.21,1,0,N_2040,T_2030,V_0045,WF_0515,PH_1,Q_P,"Speed: N_2040, Temp: T_2030, Visc: V_0045, Quality: Q_P"
B2023-0294,1768240986.612141,41.54,51.47,0.3464,11.3,7.84,3.09,4.09,2,0,N_4060,T_5060,V_0045,WF_0515,PH_2,Q_P,"Speed: N_4060, Temp: T_5060, Visc: V_0045, Quality: Q_P"
B2023-0295,1768241046.612141,73.71,50.3,0.1773,1.83,4.08,4.95,7.68,1,1,N_6080,T_5060,V_0045,WF_0005,PH_1,Q_F,"Speed: N_6080, Temp: T_5060, Visc: V_0045, Quality: Q_F"
B2023-0296,1768241106.612141,29.31,23.4,0.4915,2.35,8.97,5.6,4.29,1,1,N_2040,T_2030,V_4550,WF_0005,PH_1,Q_F,"Speed: N_2040, Temp: T_2030, Visc: V_4550, Quality: Q_F"
B2023-0297,1768241166.612141,33.05,42.2,0.3422,11.6,5.12,6.79,4.08,2,0,N_2040,T_4050,V_0045,WF_0515,PH_2,Q_P,"Speed: N_2040, Temp: T_4050, Visc: V_0045, Quality: Q_P"
B2023-0298,1768241226.612141,23.36,8.59,0.4644,3.45,7.52,3.31,8.33,2,1,N_2040,T_010,V_4550,WF_0005,PH_2,Q_F,"Speed: N_2040, Temp: T_010, Visc: V_4550, Quality: Q_F"
B2023-0299,1768241286.612141,40.34,44.57,0.2328,13.27,3.23,6.28,4.22,2,0,N_4060,T_4050,V_0045,WF_0515,PH_2,Q_P,"Speed: N_4060, Temp: T_4050, Visc: V_0045, Quality: Q_P"
B2023-0300,1768241346.612141,21.38,26.8,0.1106,6.49,8.13,6.09,5.47,1,0,N_2040,T_2030,V_0045,WF_0515,PH_1,Q_P,"Speed: N_2040, Temp: T_2030, Visc: V_0045, Quality: Q_P"
B2023-0301,1768241406.612141,21.55,37.83,0.1053,8.5,2.39,4.2,4.61,1,0,N_2040,T_3040,V_0045,WF_0515,PH_1,Q_P,"Speed: N_2040, Temp: T_3040, Visc: V_0045, Quality: Q_P"
B2023-0302,1768241466.612141,44.97,49.88,0.2746,13.04,8.07,7.37,4.68,2,0,N_4060,T_4050,V_0045,WF_0515,PH_2,Q_P,"Speed: N_4060, Temp: T_4050, Visc: V_0045, Quality: Q_P"
B2023-0303,1768241526.612141,70.73,50.91,0.1497,2.25,6.22,3.17,7.35,2,1,N_6080,T_5060,V_0045,WF_0005,PH_2,Q_F,"Speed: N_6080, Temp: T_5060, Visc: V_0045, Quality: Q_F"
B2023-0304,1768241586.612141,30.59,36.48,0.1687,11.09,4.53,6.83,6.58,1,0,N_2040,T_3040,V_0045,WF_0515,PH_1,Q_P,"Speed: N_2040, Temp: T_3040, Visc: V_0045, Quality: Q_P"
B2023-0305,1768241646.612141,27.74,20.54,0.1101,7.42,3.52,8.14,5.02,1,0,N_2040,T_2030,V_0045,WF_0515,PH_1,Q_P,"Speed: N_2040, Temp: T_2030, Visc: V_0045, Quality: Q_P"
B2023-0306,1768241706.612141,34.91,22.84,0.1212,8.05,3.41,6.78,8.04,1,0,N_2040,T_2030,V_0045,WF_0515,PH_1,Q_P,"Speed: N_2040, Temp: T_2030, Visc: V_0045, Quality: Q_P"
B2023-0307,1768241766.612141,48.26,46.78,0.3928,11.03,3.48,8.46,6.17,2,0,N_4060,T_4050,V_0045,WF_0515,PH_2,Q_P,"Speed: N_4060, Temp: T_4050, Visc: V_0045, Quality: Q_P"
B2023-0308,1768241826.612141,26.39,27.7,0.2774,13.91,8.24,5.2,8.32,1,0,N_2040,T_2030,V_0045,WF_0515,PH_1,Q_P,"Speed: N_2040, Temp: T_2030, Visc: V_0045, Quality: Q_P"
B2023-0309,1768241886.612141,47.1,43.44,0.2988,9.34,7.97,6.28,6.61,2,0,N_4060,T_4050,V_0045,WF_0515,PH_2,Q_P,"Speed: N_4060, Temp: T_4050, Visc: V_0045, Quality: Q_P"
B2023-0310,1768241946.612141,25.44,22.85,0.2962,8.64,7.91,3.74,4.14,1,0,N_2040,T_2030,V_0045,WF_0515,PH_1,Q_P,"Speed: N_2040, Temp: T_2030, Visc: V_0045, Quality: Q_P"
B2023-0311,1768242006.612141,23.79,26.16,0.1497,10.28,8.73,4.4,6.38,1,0,N_2040,T_2030,V_0045,WF_0515,PH_1,Q_P,"Speed: N_2040, Temp: T_2030, Visc: V_0045, Quality: Q_P"
B2023-0312,1768242066.612141,31.53,54.78,0.3614,9.39,7.18,5.03,7.52,2,0,N_2040,T_5060,V_0045,WF_0515,PH_2,Q_P,"Speed: N_2040, Temp: T_5060, Visc: V_0045, Quality: Q_P"
B2023-0313,1768242126.612141,17.91,24.07,0.4727,1.35,8.37,5.64,8.49,2,1,N_0020,T_2030,V_4550,WF_0005,PH_2,Q_F,"Speed: N_0020, Temp: T_2030, Visc: V_4550, Quality: Q_F"
B2023-0314,1768242186.612141,38.2,36.71,0.2772,5.39,7.41,8.39,6.5,1,0,N_2040,T_3040,V_0045,WF_0515,PH_1,Q_P,"Speed: N_2040, Temp: T_3040, Visc: V_0045, Quality: Q_P"
B2023-0315,1768242246.612141,49.04,51.9,0.2336,7.94,8.28,8.55,5.01,2,0,N_4060,T_5060,V_0045,WF_0515,PH_2,Q_P,"Speed: N_4060, Temp: T_5060, Visc: V_0045, Quality: Q_P"
B2023-0316,1768242306.612141,22.22,23.45,0.1273,5.74,6.96,5.74,4.12,1,0,N_2040,T_2030,V_0045,WF_0515,PH_1,Q_P,"Speed: N_2040, Temp: T_2030, Visc: V_0045, Quality: Q_P"
B2023-0317,1768242366.612141,48.94,53.17,0.3323,13.79,3.22,3.24,8.05,2,0,N_4060,T_5060,V_0045,WF_0515,PH_2,Q_P,"Speed: N_4060, Temp: T_5060, Visc: V_0045, Quality: Q_P"
B2023-0318,1768242426.612141,23.18,37.97,0.1503,8.64,8.65,5.82,6.06,1,0,N_2040,T_3040,V_0045,WF_0515,PH_1,Q_P,"Speed: N_2040, Temp: T_3040, Visc: V_0045, Quality: Q_P"
B2023-0319,1768242486.612141,26.24,25.34,0.1996,9.3,6.09,8.02,7.24,1,0,N_2040,T_2030,V_0045,WF_0515,PH_1,Q_P,"Speed: N_2040, Temp: T_2030, Visc: V_0045, Quality: Q_P"
B2023-0320,1768242546.612141,26.77,36.94,0.124,8.6,5.73,8.42,8.78,1,0,N_2040,T_3040,V_0045,WF_0515,PH_1,Q_P,"Speed: N_2040, Temp: T_3040, Visc: V_0045, Quality: Q_P"
B2023-0321,1768242606.612141,38.0,28.81,0.2695,6.33,7.89,3.35,5.12,1,0,N_2040,T_2030,V_0045,WF_0515,PH_1,Q_P,"Speed: N_2040, Temp: T_2030, Visc: V_0045, Quality: Q_P"
B2023-0322,1768242666.612141,78.05,51.29,0.1048,1.06,7.16,5.32,7.72,1,1,N_6080,T_5060,V_0045,WF_0005,PH_1,Q_F,"Speed: N_6080, Temp: T_5060, Visc: V_0045, Quality: Q_F"
B2023-0323,1768242726.612141,48.44,46.64,0.3874,5.7,2.7,6.8,4.05,2,0,N_4060,T_4050,V_0045,WF_0515,PH_2,Q_P,"Speed: N_4060, Temp: T_4050, Visc: V_0045, Quality: Q_P"
B2023-0324,1768242786.612141,69.41,52.69,0.1783,2.4,7.41,5.77,4.35,2,1,N_6080,T_5060,V_0045,WF_0005,PH_2,Q_F,"Speed: N_6080, Temp: T_5060, Visc: V_0045, Quality: Q_F"
B2023-0325,1768242846.612141,41.35,43.59,0.3977,9.32,7.92,4.22,7.18,2,0,N_4060,T_4050,V_0045,WF_0515,PH_2,Q_P,"Speed: N_4060, Temp: T_4050, Visc: V_0045, Quality: Q_P"
B2023-0326,1768242906.612141,68.81,51.61,0.2762,3.27,4.99,4.46,8.67,2,1,N_6080,T_5060,V_0045,WF_0005,PH_2,Q_F,"Speed: N_6080, Temp: T_5060, Visc: V_0045, Quality: Q_F"
B2023-0327,1768242966.612141,36.78,45.22,0.3812,11.49,4.0,3.86,8.91,2,0,N_2040,T_4050,V_0045,WF_0515,PH_2,Q_P,"Speed: N_2040, Temp: T_4050, Visc: V_0045, Quality: Q_P"
B2023-0328,1768243026.612141,34.01,36.29,0.2615,8.32,6.76,3.76,4.75,1,0,N_2040,T_3040,V_0045,WF_0515,PH_1,Q_P,"Speed: N_2040, Temp: T_3040, Visc: V_0045, Quality: Q_P"
B2023-0329,1768243086.612141,33.63,35.46,0.1339,6.56,8.78,8.0,4.95,1,0,N_2040,T_3040,V_0045,WF_0515,PH_1,Q_P,"Speed: N_2040, Temp: T_3040, Visc: V_0045, Quality: Q_P"
B2023-0330,1768243146.612141,47.37,48.89,0.2212,13.82,6.51,6.13,4.18,2,0,N_4060,T_4050,V_0045,WF_0515,PH_2,Q_P,"Speed: N_4060, Temp: T_4050, Visc: V_0045, Quality: Q_P"
B2023-0331,1768243206.612141,44.1,48.22,0.2415,10.51,7.73,6.28,7.75,2,0,N_4060,T_4050,V_0045,WF_0515,PH_2,Q_P,"Speed: N_4060, Temp: T_4050, Visc: V_0045, Quality: Q_P"
B2023-0332,1768243266.612141,69.05,36.09,0.121,3.56,7.86,4.13,8.72,2,1,N_6080,T_3040,V_0045,WF_0005,PH_2,Q_F,"Speed: N_6080, Temp: T_3040, Visc: V_0045, Quality: Q_F"
B2023-0333,1768243326.612141,38.44,51.69,0.2734,7.49,2.79,8.88,6.75,2,0,N_2040,T_5060,V_0045,WF_0515,PH_2,Q_P,"Speed: N_2040, Temp: T_5060, Visc: V_0045, Quality: Q_P"
B2023-0334,1768243386.612141,43.72,53.0,0.3522,8.43,5.56,4.88,7.13,2,0,N_4060,T_5060,V_0045,WF_0515,PH_2,Q_P,"Speed: N_4060, Temp: T_5060, Visc: V_0045, Quality: Q_P"
B2023-0335,1768243446.612141,49.16,40.86,0.2936,9.68,2.36,6.51,7.63,2,0,N_4060,T_4050,V_0045,WF_0515,PH_2,Q_P,"Speed: N_4060, Temp: T_4050, Visc: V_0045, Quality: Q_P"
B2023-0336,1768243506.612141,40.47,50.89,0.2672,11.9,6.55,8.34,6.76,2,0,N_4060,T_5060,V_0045,WF_0515,PH_2,Q_P,"Speed: N_4060, Temp: T_5060, Visc: V_0045, Quality: Q_P"
B2023-0337,1768243566.612141,22.36,20.34,0.1142,11.82,2.98,4.83,4.19,1,0,N_2040,T_2030,V_0045,WF_0515,PH_1,Q_P,"Speed: N_2040, Temp: T_2030, Visc: V_0045, Quality: Q_P"
B2023-0338,1768243626.612141,23.86,37.68,0.2112,7.77,3.62,6.62,6.78,1,0,N_2040,T_3040,V_0045,WF_0515,PH_1,Q_P,"Speed: N_2040, Temp: T_3040, Visc: V_0045, Quality: Q_P"
B2023-0339,1768243686.612141,33.73,48.6,0.2834,7.43,7.91,4.42,7.63,2,0,N_2040,T_4050,V_0045,WF_0515,PH_2,Q_P,"Speed: N_2040, Temp: T_4050, Visc: V_0045, Quality: Q_P"
B2023-0340,1768243746.612141,27.81,29.31,0.1246,7.87,3.51,5.02,4.09,1,0,N_2040,T_2030,V_0045,WF_0515,PH_1,Q_P,"Speed: N_2040, Temp: T_2030, Visc: V_0045, Quality: Q_P"
B2023-0341,1768243806.612141,30.52,22.46,0.1085,9.36,2.54,4.42,5.42,1,0,N_2040,T_2030,V_0045,WF_0515,PH_1,Q_P,"Speed: N_2040, Temp: T_2030, Visc: V_0045, Quality: Q_P"
B2023-0342,1768243866.612141,23.4,21.52,0.1084,13.6,3.07,3.02,7.91,1,0,N_2040,T_2030,V_0045,WF_0515,PH_1,Q_P,"Speed: N_2040, Temp: T_2030, Visc: V_0045, Quality: Q_P"
B2023-0343,1768243926.612141,40.0,34.14,0.1712,5.12,7.31,4.84,4.91,1,0,N_2040,T_3040,V_0045,WF_0515,PH_1,Q_P,"Speed: N_2040, Temp: T_3040, Visc: V_0045, Quality: Q_P"
B2023-0344,1768243986.612141,23.05,37.24,0.2983,12.03,5.57,6.93,5.52,1,0,N_2040,T_3040,V_0045,WF_0515,PH_1,Q_P,"Speed: N_2040, Temp: T_3040, Visc: V_0045, Quality: Q_P"
B2023-0345,1768244046.612141,69.01,41.59,0.3865,1.38,5.95,4.94,5.09,2,1,N_6080,T_4050,V_0045,WF_0005,PH_2,Q_F,"Speed: N_6080, Temp: T_4050, Visc: V_0045, Quality: Q_F"
B2023-0346,1768244106.612141,20.37,23.08,0.1768,7.83,5.1,5.44,4.98,1,0,N_2040,T_2030,V_0045,WF_0515,PH_1,Q_P,"Speed: N_2040, Temp: T_2030, Visc: V_0045, Quality: Q_P"
B2023-0347,1768244166.612141,38.84,43.9,0.248,6.37,5.72,6.58,7.25,2,0,N_2040,T_4050,V_0045,WF_0515,PH_2,Q_P,"Speed: N_2040, Temp: T_4050, Visc: V_0045, Quality: Q_P"
B2023-0348,1768244226.612141,31.63,46.7,0.2418,10.3,2.31,7.89,6.4,2,0,N_2040,T_4050,V_0045,WF_0515,PH_2,Q_P,"Speed: N_2040, Temp: T_4050, Visc: V_0045, Quality: Q_P"
B2023-0349,1768244286.612141,13.14,10.44,0.4879,4.06,5.24,3.06,5.18,2,1,N_0020,T_1020,V_4550,WF_0005,PH_2,Q_F,"Speed: N_0020, Temp: T_1020, Visc: V_4550, Quality: Q_F"
B2023-0350,1768244346.612141,46.17,43.16,0.2513,9.25,3.47,4.51,8.41,2,0,N_4060,T_4050,V_0045,WF_0515,PH_2,Q_P,"Speed: N_4060, Temp: T_4050, Visc: V_0045, Quality: Q_P"
B2023-0351,1768244406.612141,32.76,25.07,0.204,6.74,7.33,3.62,6.61,1,0,N_2040,T_2030,V_0045,WF_0515,PH_1,Q_P,"Speed: N_2040, Temp: T_2030, Visc: V_0045, Quality: Q_P"
B2023-0352,1768244466.612141,42.08,54.44,0.2255,12.68,8.75,3.73,8.56,2,0,N_4060,T_5060,V_0045,WF_0515,PH_2,Q_P,"Speed: N_4060, Temp: T_5060, Visc: V_0045, Quality: Q_P"
B2023-0353,1768244526.612141,49.18,54.94,0.3759,11.67,8.5,7.05,6.5,2,0,N_4060,T_5060,V_0045,WF_0515,PH_2,Q_P,"Speed: N_4060, Temp: T_5060, Visc: V_0045, Quality: Q_P"
B2023-0354,1768244586.612141,66.51,55.95,0.2409,2.96,7.87,5.65,7.04,1,1,N_6080,T_5060,V_0045,WF_0005,PH_1,Q_F,"Speed: N_6080, Temp: T_5060, Visc: V_0045, Quality: Q_F"
B2023-0355,1768244646.612141,30.22,53.01,0.2508,8.59,2.45,8.54,7.74,2,0,N_2040,T_5060,V_0045,WF_0515,PH_2,Q_P,"Speed: N_2040, Temp: T_5060, Visc: V_0045, Quality: Q_P"
B2023-0356,1768244706.612141,48.14,41.47,0.349,8.85,3.68,4.7,7.63,2,0,N_4060,T_4050,V_0045,WF_0515,PH_2,Q_P,"Speed: N_4060, Temp: T_4050, Visc: V_0045, Quality: Q_P"
B2023-0357,1768244766.612141,65.49,45.89,0.3159,3.4,5.89,7.84,4.65,1,1,N_6080,T_4050,V_0045,WF_0005,PH_1,Q_F,"Speed: N_6080, Temp: T_4050, Visc: V_0045, Quality: Q_F"
B2023-0358,1768244826.612141,23.49,33.76,0.2724,12.41,8.07,8.02,6.39,1,0,N_2040,T_3040,V_0045,WF_0515,PH_1,Q_P,"Speed: N_2040, Temp: T_3040, Visc: V_0045, Quality: Q_P"
B2023-0359,1768244886.612141,25.36,27.17,0.1515,12.69,6.28,5.24,8.71,1,0,N_2040,T_2030,V_0045,WF_0515,PH_1,Q_P,"Speed: N_2040, Temp: T_2030, Visc: V_0045, Quality: Q_P"
B2023-0360,1768244946.612141,25.16,27.63,0.1532,7.73,2.65,8.47,4.3,1,0,N_2040,T_2030,V_0045,WF_0515,PH_1,Q_P,"Speed: N_2040, Temp: T_2030, Visc: V_0045, Quality: Q_P"
B2023-0361,1768245006.612141,36.62,22.26,0.1593,11.56,7.27,6.32,4.87,1,0,N_2040,T_2030,V_0045,WF_0515,PH_1,Q_P,"Speed: N_2040, Temp: T_2030, Visc: V_0045, Quality: Q_P"
B2023-0362,1768245066.612141,43.51,49.23,0.2304,12.22,6.14,3.84,5.82,2,0,N_4060,T_4050,V_0045,WF_0515,PH_2,Q_P,"Speed: N_4060, Temp: T_4050, Visc: V_0045, Quality: Q_P"
B2023-0363,1768245126.612141,38.69,21.76,0.2471,6.39,3.38,8.05,6.62,1,0,N_2040,T_2030,V_0045,WF_0515,PH_1,Q_P,"Speed: N_2040, Temp: T_2030, Visc: V_0045, Quality: Q_P"
B2023-0364,1768245186.612141,23.42,12.56,0.4633,4.51,3.99,7.96,6.18,2,1,N_2040,T_1020,V_4550,WF_0005,PH_2,Q_F,"Speed: N_2040, Temp: T_1020, Visc: V_4550, Quality: Q_F"
B2023-0365,1768245246.612141,45.93,44.01,0.2481,7.12,4.99,8.35,8.77,2,0,N_4060,T_4050,V_0045,WF_0515,PH_2,Q_P,"Speed: N_4060, Temp: T_4050, Visc: V_0045, Quality: Q_P"
B2023-0366,1768245306.612141,35.48,54.25,0.2098,5.79,8.86,6.1,5.23,2,0,N_2040,T_5060,V_0045,WF_0515,PH_2,Q_P,"Speed: N_2040, Temp: T_5060, Visc: V_0045, Quality: Q_P"
B2023-0367,1768245366.612141,30.74,20.81,0.2653,13.71,5.27,7.84,4.31,1,0,N_2040,T_2030,V_0045,WF_0515,PH_1,Q_P,"Speed: N_2040, Temp: T_2030, Visc: V_0045, Quality: Q_P"
B2023-0368,1768245426.612141,30.08,41.99,0.3678,5.89,8.26,7.53,5.73,2,0,N_2040,T_4050,V_0045,WF_0515,PH_2,Q_P,"Speed: N_2040, Temp: T_4050, Visc: V_0045, Quality: Q_P"
B2023-0369,1768245486.612141,44.49,48.01,0.2695,10.45,3.05,7.32,4.64,2,0,N_4060,T_4050,V_0045,WF_0515,PH_2,Q_P,"Speed: N_4060, Temp: T_4050, Visc: V_0045, Quality: Q_P"
B2023-0370,1768245546.612141,69.94,30.98,0.3843,3.84,2.73,7.96,7.04,1,1,N_6080,T_3040,V_0045,WF_0005,PH_1,Q_F,"Speed: N_6080, Temp: T_3040, Visc: V_0045, Quality: Q_F"
B2023-0371,1768245606.612141,30.92,47.09,0.2181,10.0,2.2,8.86,7.72,2,0,N_2040,T_4050,V_0045,WF_0515,PH_2,Q_P,"Speed: N_2040, Temp: T_4050, Visc: V_0045, Quality: Q_P"
B2023-0372,1768245666.612141,24.17,22.36,0.2543,9.5,6.06,6.75,8.87,1,0,N_2040,T_2030,V_0045,WF_0515,PH_1,Q_P,"Speed: N_2040, Temp: T_2030, Visc: V_0045, Quality: Q_P"
B2023-0373,1768245726.612141,76.97,33.37,0.1032,1.71,2.82,5.81,7.26,2,1,N_6080,T_3040,V_0045,WF_0005,PH_2,Q_F,"Speed: N_6080, Temp: T_3040, Visc: V_0045, Quality: Q_F"
B2023-0374,1768245786.612141,47.96,51.05,0.3118,6.21,5.86,4.75,6.55,2,0,N_4060,T_5060,V_0045,WF_0515,PH_2,Q_P,"Speed: N_4060, Temp: T_5060, Visc: V_0045, Quality: Q_P"
B2023-0375,1768245846.612141,43.32,42.14,0.2394,12.66,8.2,5.47,7.44,2,0,N_4060,T_4050,V_0045,WF_0515,PH_2,Q_P,"Speed: N_4060, Temp: T_4050, Visc: V_0045, Quality: Q_P"
B2023-0376,1768245906.612141,28.91,26.05,0.1585,12.35,8.94,4.79,4.2,1,0,N_2040,T_2030,V_0045,WF_0515,PH_1,Q_P,"Speed: N_2040, Temp: T_2030, Visc: V_0045, Quality: Q_P"
B2023-0377,1768245966.612141,43.24,54.17,0.2709,5.39,4.25,8.81,5.04,2,0,N_4060,T_5060,V_0045,WF_0515,PH_2,Q_P,"Speed: N_4060, Temp: T_5060, Visc: V_0045, Quality: Q_P"
B2023-0378,1768246026.612141,36.32,39.57,0.1967,5.2,3.63,5.57,7.09,1,0,N_2040,T_3040,V_0045,WF_0515,PH_1,Q_P,"Speed: N_2040, Temp: T_3040, Visc: V_0045, Quality: Q_P"
B2023-0379,1768246086.612141,26.65,34.9,0.2222,6.93,8.51,3.17,5.18,1,0,N_2040,T_3040,V_0045,WF_0515,PH_1,Q_P,"Speed: N_2040, Temp: T_3040, Visc: V_0045, Quality: Q_P"
B2023-0380,1768246146.612141,29.94,24.43,0.2725,9.32,6.54,4.79,7.45,1,0,N_2040,T_2030,V_0045,WF_0515,PH_1,Q_P,"Speed: N_2040, Temp: T_2030, Visc: V_0045, Quality: Q_P"
B2023-0381,1768246206.612141,36.2,28.53,0.1945,13.78,8.78,8.63,7.83,1,0,N_2040,T_2030,V_0045,WF_0515,PH_1,Q_P,"Speed: N_2040, Temp: T_2030, Visc: V_0045, Quality: Q_P"
B2023-0382,1768246266.612141,75.49,56.45,0.1408,3.48,5.55,4.62,5.79,2,1,N_6080,T_5060,V_0045,WF_0005,PH_2,Q_F,"Speed: N_6080, Temp: T_5060, Visc: V_0045, Quality: Q_F"
B2023-0383,1768246326.612141,32.05,33.33,0.1723,5.92,7.02,6.68,8.02,1,0,N_2040,T_3040,V_0045,WF_0515,PH_1,Q_P,"Speed: N_2040, Temp: T_3040, Visc: V_0045, Quality: Q_P"
B2023-0384,1768246386.612141,33.5,25.29,0.1345,8.6,7.94,6.49,6.09,1,0,N_2040,T_2030,V_0045,WF_0515,PH_1,Q_P,"Speed: N_2040, Temp: T_2030, Visc: V_0045, Quality: Q_P"
B2023-0385,1768246446.612141,73.57,30.03,0.1521,3.83,5.55,6.06,6.04,1,1,N_6080,T_3040,V_0045,WF_0005,PH_1,Q_F,"Speed: N_6080, Temp: T_3040, Visc: V_0045, Quality: Q_F"
B2023-0386,1768246506.612141,69.19,36.94,0.1171,3.1,5.33,8.33,6.99,2,1,N_6080,T_3040,V_0045,WF_0005,PH_2,Q_F,"Speed: N_6080, Temp: T_3040, Visc: V_0045, Quality: Q_F"
B2023-0387,1768246566.612141,27.8,35.13,0.168,11.42,7.79,8.36,8.51,1,0,N_2040,T_3040,V_0045,WF_0515,PH_1,Q_P,"Speed: N_2040, Temp: T_3040, Visc: V_0045, Quality: Q_P"
B2023-0388,1768246626.612141,39.94,44.7,0.3651,10.32,5.73,6.49,6.59,2,0,N_2040,T_4050,V_0045,WF_0515,PH_2,Q_P,"Speed: N_2040, Temp: T_4050, Visc: V_0045, Quality: Q_P"
B2023-0389,1768246686.612141,22.58,31.52,0.1236,9.68,3.36,5.4,8.51,1,0,N_2040,T_3040,V_0045,WF_0515,PH_1,Q_P,"Speed: N_2040, Temp: T_3040, Visc: V_0045, Quality: Q_P"
B2023-0390,1768246746.612141,38.68,41.12,0.2488,12.23,4.59,7.4,6.55,2,0,N_2040,T_4050,V_0045,WF_0515,PH_2,Q_P,"Speed: N_2040, Temp: T_4050, Visc: V_0045, Quality: Q_P"
B2023-0391,1768246806.612141,40.43,48.57,0.2031,10.62,4.53,3.1,8.82,2,0,N_4060,T_4050,V_0045,WF_0515,PH_2,Q_P,"Speed: N_4060, Temp: T_4050, Visc: V_0045, Quality: Q_P"
B2023-0392,1768246866.612141,33.89,50.68,0.3804,13.22,3.01,6.99,5.13,2,0,N_2040,T_5060,V_0045,WF_0515,PH_2,Q_P,"Speed: N_2040, Temp: T_5060, Visc: V_0045, Quality: Q_P"
B2023-0393,1768246926.612141,33.1,22.87,0.2234,5.36,6.92,6.04,6.6,1,0,N_2040,T_2030,V_0045,WF_0515,PH_1,Q_P,"Speed: N_2040, Temp: T_2030, Visc: V_0045, Quality: Q_P"
B2023-0394,1768246986.612141,37.79,49.23,0.236,6.78,3.98,4.78,4.08,2,0,N_2040,T_4050,V_0045,WF_0515,PH_2,Q_P,"Speed: N_2040, Temp: T_4050, Visc: V_0045, Quality: Q_P"
B2023-0395,1768247046.612141,21.03,39.63,0.256,5.94,8.27,5.58,6.11,1,0,N_2040,T_3040,V_0045,WF_0515,PH_1,Q_P,"Speed: N_2040, Temp: T_3040, Visc: V_0045, Quality: Q_P"
B2023-0396,1768247106.612141,29.44,6.38,0.489,1.98,2.7,5.51,4.99,2,1,N_2040,T_010,V_4550,WF_0005,PH_2,Q_F,"Speed: N_2040, Temp: T_010, Visc: V_4550, Quality: Q_F"
B2023-0397,1768247166.612141,31.92,50.78,0.2375,13.0,6.89,4.01,6.93,2,0,N_2040,T_5060,V_0045,WF_0515,PH_2,Q_P,"Speed: N_2040, Temp: T_5060, Visc: V_0045, Quality: Q_P"
